0,0,0,1
0,0,1,3
0,0,2,3
0,0,3,2
0,0,4,2
0,0,5,0
0,0,6,0
0,0,7,1
0,0,8,2
0,0,9,1
0,0,10,1
0,0,11,1
0,0,12,0
0,0,13,1
0,0,14,2
0,0,15,0
0,0,16,0
0,0,17,0
0,0,18,0
0,0,19,3
0,0,20,0
0,0,21,2
0,0,22,0
0,0,23,0
0,0,24,0
0,0,25,3
0,0,26,2
0,0,27,3
0,0,28,0
0,0,29,2
0,0,30,1
0,0,31,2
0,0,32,1
0,0,33,3
0,0,34,3
0,0,35,3
0,0,36,0
0,0,37,0
0,0,38,1
0,0,39,3
0,0,40,2
0,0,41,1
0,0,42,0
0,0,43,3
0,0,44,0
0,0,45,1
0,0,46,0
0,0,47,0
0,0,48,3
0,0,49,1
0,0,50,0
0,0,51,2
0,0,52,2
0,0,53,4
0,0,54,0
0,0,55,1
0,0,56,1
0,0,57,3
0,0,58,1
0,0,59,0
0,0,60,0
0,0,61,3
0,0,62,2
0,0,63,1
1,0,0,0
1,0,1,1
1,0,2,1
1,0,3,1
1,0,4,0
1,0,5,3
1,0,6,0
1,0,7,0
1,0,8,1
1,0,9,2
1,0,10,3
1,0,11,2
1,0,12,2
1,0,13,3
1,0,14,0
1,0,15,1
1,0,16,0
1,0,17,3
1,0,18,0
1,0,19,3
1,0,20,3
1,0,21,2
1,0,22,2
1,0,23,0
1,0,24,0
1,0,25,2
1,0,26,1
1,0,27,0
1,0,28,0
1,0,29,2
1,0,30,2
1,0,31,3
1,0,32,0
1,0,33,0
1,0,34,1
1,0,35,1
1,0,36,1
1,0,37,3
1,0,38,1
1,0,39,0
1,0,40,0
1,0,41,2
1,0,42,2
1,0,43,2
1,0,44,2
1,0,45,3
1,0,46,1
1,0,47,0
1,0,48,2
1,0,49,4
1,0,50,4
1,0,51,2
1,0,52,1
1,0,53,1
1,0,54,1
1,0,55,0
1,0,56,0
1,0,57,3
1,0,58,3
1,0,59,0
1,0,60,2
1,0,61,0
1,0,62,3
1,0,63,3
